Author,Comment,Sentiment
@actor.-.,"THANK YOU GUYS FOR YOUR EXTRAORDINARY SUPPORT, KEEP ENJOYING! .",Positive
@Luckyvamshi22,Goosebumps ,Neutral
@Harshu....,Finally After Bahubali Prabhas Got Justice By Prashant Neel,Neutral
@Prashant_Neel,Thank you for your bottom heart Support ,Neutral
@varunkumar2944,First Day Collection would be more than 300 Crores Who Agree ,Positive
@chkalyan5723,Viewing more than tollywood praBOSS,Positive
@SalmanComma,Goosebumps at 2:20,Neutral
@VikramKrNishad,Defenately goosebumps ,Neutral
@manbopk2785,Prabhash voice was ,Neutral
@soniaraiwal8716,Blockbuster ,Neutral
@ItsPRIMEtimeBOOM,Prabhas voice gorgeous ,Positive
@p.d.6288,"Salaar fans, Trailar 2-The final punch is loading just wait & see",Neutral
@SardarJiMotivation,Theater Goosebumps  2:32,Neutral
@Abidhossainabir97,"Waiting for Salaar
Prabhas is My Favourite Actor in South Indian Films",Neutral
@sonamprabin3625,Darling own voice dialogue delivery ,Positive
@j68682,I missed the era when movies like dangerous khiladi were at peak,Negative
@Abhishek-nn5dc,Goosebumps overloaded ,Neutral
@jaishree_Ram_07,Salute for dubbing artist ,Neutral
@whatreallyhappened34,"That entry of Prabhas justifies why he is Rebel Star .
Pure Goosebumps",Positive
@impactgamers01,goosebumps ,Neutral
@Phoenix_gaming_official,"It is better than my expectations

Literally goosebumps",Positive
@rajnikantrb,Prabhas Fan's Assemble Here ,Neutral
@arman__6571,Imagine if Rocky cameo ,Neutral
@sai9841,REBEL STAR,Neutral
@niva0000,THIS IS NOT JUST A TRAILER IT'S PURE GOOSEBUMPS ,Positive
@akshaybhagat1427,recently watched animal .. and the trailer is giving me more goosebumps than whole animal movie,Positive
@ABDULLAKING05,Goosebumps.....,Neutral
@__PrabhasFan,SALAAR ,Neutral
